answer_model,eval_model,project,question,metric,score
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q2,direction_accuracy,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q2,coverage_completeness,0.25
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,control_flow_understanding,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,edge_case_detection,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,decision_boundary_clarity,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,outcome_precision,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,direction_accuracy,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,dynamic_pricing_engine,q3,coverage_completeness,0.25
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11257910448983348
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,control_flow_understanding,0.625
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,edge_case_detection,0.2
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,outcome_precision,0.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,direction_accuracy,0.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q1,coverage_completeness,0.0126
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q2,control_flow_understanding,0.75
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q2,direction_accuracy,0.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q2,coverage_completeness,0.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q3,control_flow_understanding,1.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q3,edge_case_detection,1.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q3,direction_accuracy,1.0
openai/gpt-5.2,x-ai/grok-4-fast,dynamic_pricing_engine,q3,coverage_completeness,0.75
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11265680063698591
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,control_flow_understanding,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,edge_case_detection,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,decision_boundary_clarity,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,outcome_precision,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q1,coverage_completeness,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,control_flow_understanding,0.5
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,edge_case_detection,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,outcome_precision,0.75
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,direction_accuracy,0.25
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q2,coverage_completeness,0.5
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,control_flow_understanding,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,edge_case_detection,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,decision_boundary_clarity,0.5
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,outcome_precision,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,direction_accuracy,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,dynamic_pricing_engine,q3,coverage_completeness,0.75
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.07765381380194407
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q1,control_flow_understanding,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q1,outcome_precision,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q1,direction_accuracy,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q1,coverage_completeness,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q2,control_flow_understanding,0.625
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q2,edge_case_detection,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q2,direction_accuracy,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q2,coverage_completeness,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.38685280723454163
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q3,control_flow_understanding,0.625
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q3,outcome_precision,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q3,direction_accuracy,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,dynamic_pricing_engine,q3,coverage_completeness,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11265680063698591
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q1,control_flow_understanding,0.75
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q1,outcome_precision,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q1,coverage_completeness,0.0168
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.5
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q2,control_flow_understanding,0.5
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q2,edge_case_detection,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q2,direction_accuracy,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q2,coverage_completeness,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q3,control_flow_understanding,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q3,edge_case_detection,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q3,direction_accuracy,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,dynamic_pricing_engine,q3,coverage_completeness,1.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.07765381380194407
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,control_flow_understanding,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,edge_case_detection,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,decision_boundary_clarity,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,outcome_precision,0.2
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,direction_accuracy,0.25
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,coverage_completeness,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,control_flow_understanding,0.5
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,edge_case_detection,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,decision_boundary_clarity,0.6666666666666666
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,outcome_precision,0.2
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,direction_accuracy,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,coverage_completeness,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,control_flow_understanding,0.625
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,edge_case_detection,1.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,decision_boundary_clarity,0.75
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,outcome_precision,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,direction_accuracy,0.0
google/gemini-3-pro-preview,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,coverage_completeness,0.5
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.07765381380194407
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,control_flow_understanding,0.5
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,edge_case_detection,0.6
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,decision_boundary_clarity,0.8181818181818182
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,outcome_precision,0.2
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,direction_accuracy,0.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,coverage_completeness,0.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,control_flow_understanding,0.25
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,decision_boundary_clarity,0.5454545454545454
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,outcome_precision,0.8
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,direction_accuracy,0.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,coverage_completeness,0.3
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,control_flow_understanding,1.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,decision_boundary_clarity,0.75
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,outcome_precision,0.9
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,direction_accuracy,1.0
anthropic/claude-sonnet-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,coverage_completeness,0.8
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11257910448983348
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,control_flow_understanding,0.875
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,edge_case_detection,0.2857142857142857
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,decision_boundary_clarity,0.125
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,outcome_precision,0.2
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,direction_accuracy,0.25
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,coverage_completeness,0.012
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,control_flow_understanding,0.5
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,edge_case_detection,0.6
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,decision_boundary_clarity,0.6666666666666666
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,outcome_precision,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,direction_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,coverage_completeness,0.5
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,control_flow_understanding,0.75
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,edge_case_detection,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,decision_boundary_clarity,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,outcome_precision,0.5
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,direction_accuracy,0.75
openai/gpt-5.2,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,coverage_completeness,0.5
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11273493611736912
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q1,control_flow_understanding,0.875
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q1,edge_case_detection,0.6666666666666666
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q1,direction_accuracy,0.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q1,coverage_completeness,0.021
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q2,control_flow_understanding,0.5
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q2,edge_case_detection,1.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q2,direction_accuracy,0.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q2,coverage_completeness,0.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q3,control_flow_understanding,0.875
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q3,edge_case_detection,1.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q3,direction_accuracy,1.0
anthropic/claude-opus-4.5,x-ai/grok-4-fast,dynamic_pricing_engine,q3,coverage_completeness,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11265680063698591
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,control_flow_understanding,0.625
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,edge_case_detection,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,decision_boundary_clarity,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,outcome_precision,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,coverage_completeness,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,control_flow_understanding,0.25
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,edge_case_detection,0.125
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,decision_boundary_clarity,0.2222222222222222
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,outcome_precision,0.2
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,direction_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,coverage_completeness,0.25
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,control_flow_understanding,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,edge_case_detection,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,outcome_precision,0.8
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,direction_accuracy,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,coverage_completeness,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,control_flow_understanding,0.875
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,edge_case_detection,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,outcome_precision,0.25
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,direction_accuracy,0.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q2,coverage_completeness,0.25
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,control_flow_understanding,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,edge_case_detection,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,decision_boundary_clarity,0.5
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,outcome_precision,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,direction_accuracy,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,dynamic_pricing_engine,q3,coverage_completeness,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.0808540731553618
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,control_flow_understanding,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,edge_case_detection,1.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,decision_boundary_clarity,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,outcome_precision,0.4
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,direction_accuracy,0.2
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q1,coverage_completeness,0.1
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q2,direction_accuracy,0.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,dynamic_pricing_engine,q2,coverage_completeness,0.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,state_space_estimation_accuracy,0.11273493611736912
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,control_flow_understanding,0.75
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,edge_case_detection,0.3333333333333333
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,decision_boundary_clarity,0.375
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,outcome_precision,0.2
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,direction_accuracy,0.25
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q1,coverage_completeness,0.1
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,state_space_estimation_accuracy,0.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,control_flow_understanding,0.375
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,edge_case_detection,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,outcome_precision,0.2
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,direction_accuracy,0.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q2,coverage_completeness,0.25
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,state_space_estimation_accuracy,0.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,control_flow_understanding,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,edge_case_detection,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,outcome_precision,0.95
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,direction_accuracy,1.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,dynamic_pricing_engine,q3,coverage_completeness,0.95
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q1,state_space_estimation_accuracy,0.10445340009044464
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q1,coverage_completeness,0.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,state_space_estimation_accuracy,0.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,control_flow_understanding,1.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,edge_case_detection,1.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,outcome_precision,1.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,direction_accuracy,1.0
x-ai/grok-code-fast-1,google/gemini-2.5-flash,emergency_shelter_management_system,q2,coverage_completeness,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q1,state_space_estimation_accuracy,0.10445340009044464
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,state_space_estimation_accuracy,0.27894294565112987
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,control_flow_understanding,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,edge_case_detection,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,decision_boundary_clarity,0.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,outcome_precision,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,direction_accuracy,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q2,coverage_completeness,0.17
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,control_flow_understanding,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,edge_case_detection,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,decision_boundary_clarity,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,outcome_precision,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,direction_accuracy,1.0
google/gemini-3-pro-preview,openai/gpt-4o-mini,emergency_shelter_management_system,q3,coverage_completeness,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,state_space_estimation_accuracy,0.10445340009044464
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,control_flow_understanding,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,edge_case_detection,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,outcome_precision,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q1,coverage_completeness,0.5
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q2,control_flow_understanding,1.0
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q2,edge_case_detection,0.3333333333333333
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q2,decision_boundary_clarity,0.6666666666666666
x-ai/grok-code-fast-1,openai/gpt-4o-mini,emergency_shelter_management_system,q2,outcome_precision,0.75
